Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,overlap_num,overlap_den,overlap_frac
Human papillomavirus 113 E7 protein (gene: E7),1/41,0.241111710611582,0.676018846244998,3.64033491081179,5.1783579300308,UBC,1.0,41.0,0.024390243902439025
Human papillomavirus type 68a E7 protein,1/41,0.241111710611582,0.675736701484462,3.64033491081179,5.1783579300308,UBC,1.0,41.0,0.024390243902439025
Human rhinovirus B27 1D,1/41,0.241111710611582,0.675454792138828,3.64033491081179,5.1783579300308,B2M,1.0,41.0,0.024390243902439025
Human rhinovirus B42 1D,1/41,0.241111710611582,0.675173117913583,3.64033491081179,5.1783579300308,B2M,1.0,41.0,0.024390243902439025
Cowpox virus CPXV093 protein (gene: CPXV093 CDS),1/42,0.246206699403606,0.689152974779164,3.55366027007818,4.98075285848244,UBC,1.0,42.0,0.023809523809523808
Coxsackievirus A13 vp2,1/42,0.246206699403606,0.688865827706339,3.55366027007818,4.98075285848244,CFB,1.0,42.0,0.023809523809523808
Coxsackievirus A18 VP3 protein,1/42,0.246206699403606,0.68857891982308,3.55366027007818,4.98075285848244,B2M,1.0,42.0,0.023809523809523808
Cyclovirus NG12 replication-association protein (gene: rep),1/42,0.246206699403606,0.688292250830647,3.55366027007818,4.98075285848244,UBC,1.0,42.0,0.023809523809523808
Monkeypox virus soluble interferon-gamma receptor-like protein,1/42,0.246206699403606,0.688005820430801,3.55366027007818,4.98075285848244,B2M,1.0,42.0,0.023809523809523808
Monkeypox virus DNA-dependent RNA polymerase subunit rpo7,1/42,0.246206699403606,0.687719628325796,3.55366027007818,4.98075285848244,UBC,1.0,42.0,0.023809523809523808
Monkeypox virus Zaire-96-I-16 B9R (gene: B9R),1/42,0.246206699403606,0.687433674218384,3.55366027007818,4.98075285848244,B2M,1.0,42.0,0.023809523809523808
Echovirus E29 VP3,1/42,0.246206699403606,0.68714795781181,3.55366027007818,4.98075285848244,B2M,1.0,42.0,0.023809523809523808
Monkeypox virus Zaire-96-I-16 RNA polymerase (gene: G6R),1/42,0.246206699403606,0.686862478809811,3.55366027007818,4.98075285848244,UBC,1.0,42.0,0.023809523809523808
Ectromelia virus ERPV viral early transcription factor small subunit,1/42,0.246206699403606,0.686577236916617,3.55366027007818,4.98075285848244,PABPC1,1.0,42.0,0.023809523809523808
Ectromelia virus ERPV RNA polymerase 30 subunit,1/42,0.246206699403606,0.686292231836951,3.55366027007818,4.98075285848244,B2M,1.0,42.0,0.023809523809523808
Ectromelia virus ERPV RNA polymerase 7 subunit,1/42,0.246206699403606,0.686007463276023,3.55366027007818,4.98075285848244,UBC,1.0,42.0,0.023809523809523808
Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi full_polyprotein 1..1697,1/42,0.246206699403606,0.685722930939533,3.55366027007818,4.98075285848244,HSP90AB1,1.0,42.0,0.023809523809523808
Norovirus Hu/GII.3/CBNU1/2006/KOR full_polyprotein 1..1699,1/42,0.246206699403606,0.685438634533671,3.55366027007818,4.98075285848244,HSP90AB1,1.0,42.0,0.023809523809523808
Norovirus Hu/GII.4/NIHIC13/2011/USA protein p48 (gene: POL),1/42,0.246206699403606,0.685154573765112,3.55366027007818,4.98075285848244,HSP90AB1,1.0,42.0,0.023809523809523808
Horsepox virus HSPV084 (DNA-dependent RNA polymerase subunit; Provisional),1/42,0.246206699403606,0.684870748341017,3.55366027007818,4.98075285848244,UBC,1.0,42.0,0.023809523809523808
Norovirus Hu/GII/BG1C0270/2011/BGD protein p48 (gene: POL),1/42,0.246206699403606,0.684587157969033,3.55366027007818,4.98075285848244,HSP90AB1,1.0,42.0,0.023809523809523808
Norovirus Hu/GII/BG1C0317/2011/BGD protein p48 (gene: POL),1/42,0.246206699403606,0.684303802357291,3.55366027007818,4.98075285848244,HSP90AB1,1.0,42.0,0.023809523809523808
Vaccinia virus RNA polymerase (gene: G5.5R),1/42,0.246206699403606,0.684020681214404,3.55366027007818,4.98075285848244,UBC,1.0,42.0,0.023809523809523808
Vaccinia virus putative ATPase (gene: A32L),1/42,0.246206699403606,0.683737794249468,3.55366027007818,4.98075285848244,UBC,1.0,42.0,0.023809523809523808
Vaccinia virus Ankara RNA polymerase subunit rpo7,1/42,0.246206699403606,0.68345514117206,3.55366027007818,4.98075285848244,UBC,1.0,42.0,0.023809523809523808
Human papillomavirus 127 E2,1/42,0.246206699403606,0.683172721692237,3.55366027007818,4.98075285848244,UBC,1.0,42.0,0.023809523809523808
Human papillomavirus 197 E2 (gene: E2),1/42,0.246206699403606,0.682890535520535,3.55366027007818,4.98075285848244,B2M,1.0,42.0,0.023809523809523808
Human rhinovirus B35 1D,1/42,0.246206699403606,0.682608582367966,3.55366027007818,4.98075285848244,B2M,1.0,42.0,0.023809523809523808
Human adenovirus 21a 100 kDa hexon-assembly associated protein (gene: L4),2/142,0.246232798940775,0.682399193102477,2.10216523018709,2.94613801426711,UBC;PABPC1,2.0,142.0,0.014084507042253521
Human gammaherpesvirus 8 K14,2/144,0.251191247143789,0.695853640499399,2.07296849087894,2.8638903175124,UBC;B2M,2.0,144.0,0.013888888888888888
Human papillomavirus type 10 envelope protein (gene: E2),2/144,0.251191247143789,0.695566690544554,2.07296849087894,2.8638903175124,PABPC1;B2M,2.0,144.0,0.013888888888888888
Human rhinovirus B5 1B,1/43,0.251267735235953,0.69549169089424,3.47101700798334,4.79429446059102,CFB,1.0,43.0,0.023255813953488372
Human rhinovirus B72 1D,1/43,0.251267735235953,0.695205126538701,3.47101700798334,4.79429446059102,B2M,1.0,43.0,0.023255813953488372
Human rhinovirus B86 1D,1/43,0.251267735235953,0.694918798232877,3.47101700798334,4.79429446059102,B2M,1.0,43.0,0.023255813953488372
Cowpox virus CPXV203 protein (gene: CPXV203 CDS),1/43,0.251267735235953,0.694632705685231,3.47101700798334,4.79429446059102,B2M,1.0,43.0,0.023255813953488372
Coxsackievirus A1 VP1,1/43,0.251267735235953,0.694346848604702,3.47101700798334,4.79429446059102,B2M,1.0,43.0,0.023255813953488372
Echovirus E19 VP1,1/43,0.251267735235953,0.69406122670071,3.47101700798334,4.79429446059102,UBC,1.0,43.0,0.023255813953488372
Monkeypox virus bifunctional ATPase/nucleoside triphosphate phosphohydrolase-I,1/43,0.251267735235953,0.693775839683152,3.47101700798334,4.79429446059102,UBC,1.0,43.0,0.023255813953488372
Echovirus E27 3D,1/43,0.251267735235953,0.693490687262403,3.47101700798334,4.79429446059102,UBC,1.0,43.0,0.023255813953488372
Monkeypox virus Zaire-96-I-16 E11L (gene: E11L),1/43,0.251267735235953,0.693205769149312,3.47101700798334,4.79429446059102,UBC,1.0,43.0,0.023255813953488372
Norovirus Hu/GII/Seoul1055/KOR/2010 nonstructural protein,1/43,0.251267735235953,0.692921085055206,3.47101700798334,4.79429446059102,HSP90AB1,1.0,43.0,0.023255813953488372
Norovirus Hu/Norwalk/10238/2009/VNM protein p48 (gene: POL),1/43,0.251267735235953,0.692636634691883,3.47101700798334,4.79429446059102,HSP90AB1,1.0,43.0,0.023255813953488372
Human adenovirus 46 156R,1/43,0.251267735235953,0.692352417771615,3.47101700798334,4.79429446059102,B2M,1.0,43.0,0.023255813953488372
Sapovirus Hu/Dresden/pJG-Sap01/DE full_polyprotein 1..2280,1/43,0.251267735235953,0.692068434007148,3.47101700798334,4.79429446059102,UBC,1.0,43.0,0.023255813953488372
Human alphaherpesvirus 3 tegument host shutoff protein (gene: ORF17),1/43,0.251267735235953,0.691784683111696,3.47101700798334,4.79429446059102,UBC,1.0,43.0,0.023255813953488372
Human enterovirus 79 3D,1/43,0.251267735235953,0.691501164798945,3.47101700798334,4.79429446059102,UBC,1.0,43.0,0.023255813953488372
Human enterovirus C118 3D,1/43,0.251267735235953,0.691217878783051,3.47101700798334,4.79429446059102,UBC,1.0,43.0,0.023255813953488372
West Nile virus lineage 2 anchored capsid protein C (gene: flavivirus polyprotein),1/43,0.251267735235953,0.690934824778635,3.47101700798334,4.79429446059102,ACTB,1.0,43.0,0.023255813953488372
Human herpesvirus 3 strain Dumas host shut-off factor,1/43,0.251267735235953,0.690652002500789,3.47101700798334,4.79429446059102,UBC,1.0,43.0,0.023255813953488372
Human herpesvirus 4 type 2 helicase-primase subunit BBLF4,1/43,0.251267735235953,0.690369411665068,3.47101700798334,4.79429446059102,UBC,1.0,43.0,0.023255813953488372
Human papillomavirus 173 E7,1/43,0.251267735235953,0.690087051987495,3.47101700798334,4.79429446059102,UBC,1.0,43.0,0.023255813953488372
Human parechovirus 6 3D,1/43,0.251267735235953,0.689804923184557,3.47101700798334,4.79429446059102,UBC,1.0,43.0,0.023255813953488372
Human rhinovirus B5 1D,1/43,0.251267735235953,0.689523024973203,3.47101700798334,4.79429446059102,B2M,1.0,43.0,0.023255813953488372
Vaccinia virus Ankara Host range protein,3/259,0.251407660460476,0.689625179735334,1.72880769895695,2.38692937028824,HSPA8;UBC;B2M,3.0,259.0,0.011583011583011582
Human rhinovirus B70 1D (VP1),1/44,0.256295042720151,0.702744471974609,3.3921302578019,4.61813428598205,B2M,1.0,44.0,0.022727272727272728
Influenza A virus (A/Hong Kong/1073/99(H9N2)) neuraminidase (gene: na),1/44,0.256295042720151,0.702457637496252,3.3921302578019,4.61813428598205,B2M,1.0,44.0,0.022727272727272728
Echovirus E11 2C,1/44,0.256295042720151,0.702171037072957,3.3921302578019,4.61813428598205,UBC,1.0,44.0,0.022727272727272728
Monkeypox virus bifunctional EEV membrane phosphoglycoprotein/associates with A36R,1/44,0.256295042720151,0.701884670418359,3.3921302578019,4.61813428598205,B2M,1.0,44.0,0.022727272727272728
Monkeypox virus complement control protein,1/44,0.256295042720151,0.701598537246562,3.3921302578019,4.61813428598205,B2M,1.0,44.0,0.022727272727272728
Echovirus E27 2C,1/44,0.256295042720151,0.701312637272134,3.3921302578019,4.61813428598205,UBC,1.0,44.0,0.022727272727272728
Echovirus E29 3D,1/44,0.256295042720151,0.701026970210109,3.3921302578019,4.61813428598205,UBC,1.0,44.0,0.022727272727272728
Monkeypox virus Zaire-96-I-16 D14L (gene: D14L),1/44,0.256295042720151,0.700741535775984,3.3921302578019,4.61813428598205,B2M,1.0,44.0,0.022727272727272728
Echovirus E32 VP1,1/44,0.256295042720151,0.700456333685721,3.3921302578019,4.61813428598205,UBC,1.0,44.0,0.022727272727272728
Monkeypox virus Zaire-96-I-16 A35R (gene: A35R),1/44,0.256295042720151,0.700171363655743,3.3921302578019,4.61813428598205,B2M,1.0,44.0,0.022727272727272728
Enterovirus B111 VP1,1/44,0.256295042720151,0.699886625402935,3.3921302578019,4.61813428598205,UBC,1.0,44.0,0.022727272727272728
Enterovirus C109 VP3,1/44,0.256295042720151,0.699602118644641,3.3921302578019,4.61813428598205,B2M,1.0,44.0,0.022727272727272728
Norovirus Hu/GII-4/CGMH26/2010/TW full_polyprotein 1..1699,1/44,0.256295042720151,0.699317843098666,3.3921302578019,4.61813428598205,HSP90AB1,1.0,44.0,0.022727272727272728
Norovirus Hu/GII.4/Berowra/NSW767L/2012/AU full_polyprotein 1..1699,1/44,0.256295042720151,0.699033798483272,3.3921302578019,4.61813428598205,HSP90AB1,1.0,44.0,0.022727272727272728
Norovirus Hu/GII.4/GZ2010-L87/Guangzhou/CHN/2011 full_polyprotein 1..1699,1/44,0.256295042720151,0.698749984517181,3.3921302578019,4.61813428598205,HSP90AB1,1.0,44.0,0.022727272727272728
Norovirus Hu/GII.4/NIHIC11.3/2013/USA protein p48 (gene: POL),1/44,0.256295042720151,0.698466400919568,3.3921302578019,4.61813428598205,HSP90AB1,1.0,44.0,0.022727272727272728
Human adenovirus 36 E3 50K (CR1b),1/44,0.256295042720151,0.698183047410068,3.3921302578019,4.61813428598205,B2M,1.0,44.0,0.022727272727272728
Norovirus Hu/Norwalk/20066/2009/VNM protein p48 (gene: POL),1/44,0.256295042720151,0.697899923708766,3.3921302578019,4.61813428598205,HSP90AB1,1.0,44.0,0.022727272727272728
Human adenovirus 54 17.6 kDa protein,1/44,0.256295042720151,0.697617029536205,3.3921302578019,4.61813428598205,B2M,1.0,44.0,0.022727272727272728
Rhinovirus B14 1D (VP1),1/44,0.256295042720151,0.697334364613378,3.3921302578019,4.61813428598205,B2M,1.0,44.0,0.022727272727272728
Human betaherpesvirus 5 envelope glycoprotein UL33 (gene: UL33),1/44,0.256295042720151,0.697051928661732,3.3921302578019,4.61813428598205,UBC,1.0,44.0,0.022727272727272728
Yaba-like disease virus 134R protein (gene: 134R),1/44,0.256295042720151,0.696769721403165,3.3921302578019,4.61813428598205,UBC,1.0,44.0,0.022727272727272728
Yaba-like disease virus 35L protein (gene: 35L),1/44,0.256295042720151,0.696487742560023,3.3921302578019,4.61813428598205,HSP90AB1,1.0,44.0,0.022727272727272728
Human papillomavirus type 129 E7 (gene: E7),1/44,0.256295042720151,0.696205991855104,3.3921302578019,4.61813428598205,UBC,1.0,44.0,0.022727272727272728
Human rhinovirus B6 1D (VP1),1/45,0.261288844873524,0.709484267418404,3.3167495854063,4.45150513514116,B2M,1.0,45.0,0.022222222222222223
Human rhinovirus B97 1D,1/45,0.261288844873524,0.709197491239173,3.3167495854063,4.45150513514116,B2M,1.0,45.0,0.022222222222222223
Influenza A virus (A/Korea/426/1968(H2N2)) nonstructural protein 1 (gene: NS1),1/45,0.261288844873524,0.708910946798268,3.3167495854063,4.45150513514116,UBC,1.0,45.0,0.022222222222222223
Influenza A virus (A/Northern Territory/60/1968(H3N2)) neuraminidase (gene: NA),1/45,0.261288844873524,0.708624633814909,3.3167495854063,4.45150513514116,B2M,1.0,45.0,0.022222222222222223
Coxsackievirus A12 VP1 protein,1/45,0.261288844873524,0.708338552008766,3.3167495854063,4.45150513514116,UBC,1.0,45.0,0.022222222222222223
Echovirus E19 VP2,1/45,0.261288844873524,0.708052701099965,3.3167495854063,4.45150513514116,CFB,1.0,45.0,0.022222222222222223
Norovirus GII.17 AKB94549.1 full_polyprotein 1..1702 (gene: ORF1),1/45,0.261288844873524,0.707767080809082,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/GI.2/Leuven/2003/BEL full_polyprotein 1..1788,1/45,0.261288844873524,0.707481690857142,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/GII-4/CGMH23/2010/TW full_polyprotein 1..1699,1/45,0.261288844873524,0.707196530965624,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/GII-4/CGMH25/2010/TW full_polyprotein 1..1699,1/45,0.261288844873524,0.706911600856452,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Hepatitis C virus subtype 1a NS3 protease/helicase,1/45,0.261288844873524,0.706626900251999,3.3167495854063,4.45150513514116,B2M,1.0,45.0,0.022222222222222223
Human T-lymphotropic virus 3 protease (gene: pro),1/45,0.261288844873524,0.706342428875086,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/Norwalk/10051/2009/VNM protein p48 (gene: POL),1/45,0.261288844873524,0.706058186448979,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/Norwalk/10110/2009/VNM protein p48 (gene: POL),1/45,0.261288844873524,0.705774172697391,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/Norwalk/10136/2009/VNM protein p48 (gene: POL),1/45,0.261288844873524,0.705490387344477,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/Norwalk/10199/2009/VNM protein p48 (gene: POL),1/45,0.261288844873524,0.705206830114837,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/Norwalk/10203/2009/VNM protein p48 (gene: POL),1/45,0.261288844873524,0.704923500733513,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/Norwalk/10204/2009/VNM protein p48 (gene: POL),1/45,0.261288844873524,0.704640398925989,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/Norwalk/10223/2009/VNM protein p48 (gene: POL),1/45,0.261288844873524,0.704357524418191,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/Norwalk/10236/2009/VNM protein p48 (gene: POL),1/45,0.261288844873524,0.704074876936482,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/Norwalk/10247/2009/VNM protein p48 (gene: POL),1/45,0.261288844873524,0.703792456207667,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/Norwalk/20010/2009/VNM protein p48 (gene: POL),1/45,0.261288844873524,0.703510261958987,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/Norwalk/20014/2009/VNM protein p48 (gene: POL),1/45,0.261288844873524,0.703228293918122,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/Norwalk/20016/2009/VNM protein p48 (gene: POL),1/45,0.261288844873524,0.702946551813186,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/Norwalk/20033/2009/VNM protein p48 (gene: POL),1/45,0.261288844873524,0.702665035372733,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/Norwalk/20035/2009/VNM protein p48 (gene: POL),1/45,0.261288844873524,0.702383744325746,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/Norwalk/20067/2009/VNM protein p48 (gene: POL),1/45,0.261288844873524,0.702102678401646,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Human adenovirus 54 pIVa2,1/45,0.261288844873524,0.701821837330285,3.3167495854063,4.45150513514116,UBC,1.0,45.0,0.022222222222222223
Norovirus Hu/Norwalk/20123/2009/VNM protein p48 (gene: POL),1/45,0.261288844873524,0.701541220841949,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/Norwalk/20128/2009/VNM protein p48 (gene: POL),1/45,0.261288844873524,0.701260828667351,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Norovirus Hu/Norwalk/20142/2009/VNM protein p48 (gene: POL),1/45,0.261288844873524,0.70098066053764,3.3167495854063,4.45150513514116,HSP90AB1,1.0,45.0,0.022222222222222223
Orf virus ORF042 RNA polymerase subunit RPO7,1/45,0.261288844873524,0.70070071618439,3.3167495854063,4.45150513514116,UBC,1.0,45.0,0.022222222222222223
Rhinovirus B69 1D,1/45,0.261288844873524,0.700420995339606,3.3167495854063,4.45150513514116,B2M,1.0,45.0,0.022222222222222223
Sapovirus Hu/Nagoya/NGY-1/2012/JPN non-structural proteins and a major structural protein,1/45,0.261288844873524,0.70014149773572,3.3167495854063,4.45150513514116,HSPA8,1.0,45.0,0.022222222222222223
Human alphaherpesvirus 2 membrane protein UL45 (gene: UL45),1/45,0.261288844873524,0.69986222310559,3.3167495854063,4.45150513514116,B2M,1.0,45.0,0.022222222222222223
Vaccinia virus Ankara Early transcription factor 70 kDa subunit,1/45,0.261288844873524,0.699583171182501,3.3167495854063,4.45150513514116,PABPC1,1.0,45.0,0.022222222222222223
Yaba-like disease virus 2L protein (gene: 2L),1/45,0.261288844873524,0.699304341700165,3.3167495854063,4.45150513514116,B2M,1.0,45.0,0.022222222222222223
Human papillomavirus 113 E2 protein (gene: E2),1/45,0.261288844873524,0.699025734392714,3.3167495854063,4.45150513514116,B2M,1.0,45.0,0.022222222222222223
Human papillomavirus 122 transforming protein E7 (gene: E7),1/45,0.261288844873524,0.698747348994709,3.3167495854063,4.45150513514116,UBC,1.0,45.0,0.022222222222222223
Molluscum contagiosum virus subtype 1 MC033L (gene: MC033L),2/150,0.266080575695437,0.711278290523431,1.99004975124378,2.63473850730749,HSP90AB1;B2M,2.0,150.0,0.013333333333333334
Coxsackievirus A6 VP1 protein,1/46,0.266249363398073,0.711446269485898,3.24464633354964,4.29371172275961,UBC,1.0,46.0,0.021739130434782608
Coxsackievirus B5 polyprotein region 11 (gene: 1A),1/46,0.266249363398073,0.711163275743064,3.24464633354964,4.29371172275961,UBC,1.0,46.0,0.021739130434782608
Melaka orthoreovirus sigma C,1/46,0.266249363398073,0.710880507044955,3.24464633354964,4.29371172275961,UBC,1.0,46.0,0.021739130434782608
Norovirus GII/Hu/JP/2012/GII.Pe_GII.4_Sydney2012/Fukuyama/1 full_polyprotein 1..1699,1/46,0.266249363398073,0.710597963123236,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus GII/Hu/TW/2012/GII.Pe_GII.4_Sydney2012/Taipei/106 full_polyprotein 1..1699,1/46,0.266249363398073,0.710315643709997,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Gemycircularvirus SL1 replication associated protein,1/46,0.266249363398073,0.710033548537753,3.24464633354964,4.29371172275961,UBC,1.0,46.0,0.021739130434782608
Norovirus Hu/GI.2/Jingzhou/2013401/CHN nonstructural protein,1/46,0.266249363398073,0.709751677339445,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/GII-4/CGMH24/2010/TW full_polyprotein 1..1699,1/46,0.266249363398073,0.709470029848437,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/GII.4/Jiangsu1/2011/CHN full_polyprotein 1..1699,1/46,0.266249363398073,0.709188605798517,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/GII.4/Jiangsu2/2012/CHN full_polyprotein 1..1699,1/46,0.266249363398073,0.708907404923894,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/GII.4/gg-12-08-04/2012/KR full_polyprotein 1..1699,1/46,0.266249363398073,0.7086264269592,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/GII/10002/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.708345671639486,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/GII/10003/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.708065138700223,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/10062/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.707784827877301,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/10114/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.707504738907029,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/10129/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.707224871526132,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/10137/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.706945225471752,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/10145/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.706665800481447,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/10158/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.706386596293189,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/10160/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.706107612645364,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/10162/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.705828849276771,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/10169/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.705550305926623,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/10173/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.705271982334541,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Human adenovirus 23 gp 19K protein (gene: E3),1/46,0.266249363398073,0.704993878240561,3.24464633354964,4.29371172275961,B2M,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/10176/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.704715993385125,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/10179/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.704438327509087,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/10182/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.704160880353707,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/10194/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.703883651660654,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/10222/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.703606641172004,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/10235/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.703329848630237,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/20019/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.703053273778239,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/20069/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.702776916359301,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/20092/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.702500776117117,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/20093/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.702224852795782,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/20118/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.701949146139796,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/20122/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.701673655894059,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/20135/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.701398381803869,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/20139/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.701123323614926,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Norovirus Hu/Norwalk/20140/2009/VNM protein p48 (gene: POL),1/46,0.266249363398073,0.700848481073329,3.24464633354964,4.29371172275961,HSP90AB1,1.0,46.0,0.021739130434782608
Human adenovirus 67 pIVa2,1/46,0.266249363398073,0.700573853925573,3.24464633354964,4.29371172275961,UBC,1.0,46.0,0.021739130434782608
